onset	duration	nwb_table	stimulus_type	condition_hash	rng_seed	texture_height	texture_width	xnodes	ynodes	up_factor	temp_freq	temp_kernel_length	spatial_freq	blue_green_saturation	pattern_width	pattern_aspect	temp_kernel	temp_bandwidth	ori_coherence	ori_fraction	ori_mix	num_directions	movie_name	short_movie_name
19.734386391095192	14.983073949813843	Trippy	stimulus.Trippy	c6il6/HFHBatfpiQJdgg	1.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
34.80078834956077	14.983088254928589	Trippy	stimulus.Trippy	+4gByvU9LfvSD0JHP6Ae	4.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
49.86720127528098	14.983088254928596	Trippy	stimulus.Trippy	Vdi70xOyBQEeDGhPVulx	3.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
64.95027942126183	14.983085870742798	Trippy	stimulus.Trippy	ibZnjr5nB2iiqrhxnyHs	2467.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
80.01669425433067	9.966503143310547	Clip	stimulus.Clip	Ym1FDiD1a+plP4Bu1Xc2																			The Matrix Revolutions (2003)	Cinematic
90.06652540629295	9.96650505065918	Clip	stimulus.Clip	daYQeKpvoJCqZWfD4t5V																			Powaqqatsi: Life in Transformation (1988)	Cinematic
100.13302225535301	9.966498374938965	Clip	stimulus.Clip	80m9XpV1dhJzrnF+mB/t																			lowpolyjungle_090-1-9-70-0_54.173.97.201	Rendered
110.19952029650597	9.966509580612183	Clip	stimulus.Clip	c1sEvZ0as0YymwRfew71																			2011 August 10 Weekly Race Series Soldier Hollow XC Mountain Bike Race	sports1m
120.28268451159386	9.966509342193604	Clip	stimulus.Clip	b4q/mRepzjOU59F1t/KQ																			Mad Max: Fury Road (2015)	Cinematic
130.3325275844851	9.966499090194702	Clip	stimulus.Clip	V1PJpS72ODwzNh3qxeBc																			The Matrix Revolutions (2003)	Cinematic
140.38235444491295	9.96649432182312	Clip	stimulus.Clip	J4PH3ez0PBmcINVwekyF																			2011 KIA X-GAME Aggressive Inline VERT Final	sports1m
150.44885534708885	9.966492176055908	Clip	stimulus.Clip	n2kq4Nv6UNm4wJbdtuHM																			2010 WORLDS Justin Ruiz (USA) dec Richard Karelson (EST) 96 kg GR	sports1m
160.49867982333092	9.9665048122406	Clip	stimulus.Clip	iYxs1vPwdSenUzRva/I3																			Mad Max: Fury Road (2015)	Cinematic
170.56518740122704	9.96648645401001	Clip	stimulus.Clip	N1Sn679rCW0XsG5S7c/C																			Star Wars: Episode VII - The Force Awakens (2015)	Cinematic
180.61500758593468	9.966500043869019	Clip	stimulus.Clip	jlM0Ornu8Dw2nAXCwego																			mountainlake_047-1-0-70-0_54.89.40.102	Rendered
190.66483992998985	9.966498851776123	Clip	stimulus.Clip	iXM+aZY10zP+t3wPmZOW																			The Matrix Reloaded (2003)	Cinematic
