onset	duration	nwb_table	stimulus_type	condition_hash	rng_seed	texture_height	texture_width	xnodes	ynodes	up_factor	temp_freq	temp_kernel_length	spatial_freq	blue_green_saturation	pattern_width	pattern_aspect	temp_kernel	temp_bandwidth	ori_coherence	ori_fraction	ori_mix	num_directions	movie_name	short_movie_name
18.85249095557191	9.96651315689087	Clip	stimulus.Clip	JEL5/i5FccX4ykUOKaDW																			2 of 2 - 2011 ICup Cholla Challenge XC Mountain Bike Race	sports1m
28.91899018881776	9.966511726379395	Clip	stimulus.Clip	AAQ1HNKGrg1cIXlMw7nz																			The Matrix (1999)	Cinematic
38.98549681303956	9.966500282287598	Clip	stimulus.Clip	ksTS42zV+O0YJqa0+s4Y																			2012 August 14 Midweek MTB Solitude XC Mountain Bike Race	sports1m
49.051991754750986	9.966504573822021	Clip	stimulus.Clip	m5JLObtSRnbRKw1ukcSE																			2011 Comp Season	sports1m
59.11848669646241	9.96650218963623	Clip	stimulus.Clip	L8Z/mji+v1WipuJe4GaL																			2011 July 20 Weekly Race Series Sundance XC Mountain Bike Race	sports1m
69.18498879073121	9.966488361358643	Clip	stimulus.Clip	3+VHi96yg36hu1kI8ZBn																			1 of 2 - 2011 ICup Red Rock Desert Rampage XC Mountain Bike Race	sports1m
79.26814203856446	14.983093023300171	Monet2	stimulus.Monet2	DKYV7TrfEl+C8nvadH+1	4407.0									0.0	72.0	1.7	hamming	4.0	2.5	1.0	1.0	16.0		
94.33455782530763	14.983084201812744	Monet2	stimulus.Monet2	+rgSVBVRE8Ij1WNhq8ZW	2.0									0.0	72.0	1.7	hamming	4.0	2.5	1.0	1.0	16.0		
109.40097265837647	14.983086109161377	Monet2	stimulus.Monet2	GHn0W57E+2PS+Qr5yD2r	8.0									0.0	72.0	1.7	hamming	4.0	2.5	1.0	1.0	16.0		
124.46739273665406	14.983091354370117	Monet2	stimulus.Monet2	u0ftbdrw9UHzSHDe1o4f	1193.0									0.0	72.0	1.7	hamming	4.0	2.5	1.0	1.0	16.0		
139.5338078081415	9.966506481170654	Clip	stimulus.Clip	JOYs8Wny1GJlw6AxCVo5																			lowpolyjungle_015-1-9-70-0_54.175.147.171	Rendered
149.6003177702234	9.966498374938965	Clip	stimulus.Clip	mG4xsIyTTnaRWKW82yeD																			The Matrix (1999)	Cinematic
159.6668186723993	9.966503381729126	Clip	stimulus.Clip	hnYVTt6SOC5gw43jdDOb																			Mad Max: Fury Road (2015)	Cinematic
169.73331099150636	9.966504335403442	Clip	stimulus.Clip	HvUTYlGssHeK5Ub4iNLY																			mountainlake_075-1-0-70-0_52.205.253.179	Rendered
179.78314428923585	9.966512680053711	Clip	stimulus.Clip	pBsrFShgY2qLi+7xYSGi																			1984 Winter Olympics - Mens Luge 1st run - Part 1	sports1m
189.84965687392213	9.966492414474487	Clip	stimulus.Clip	IPvYT7eXLYJ557HrVPnG																			1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race	sports1m
199.91615872977235	14.983078956604004	Trippy	stimulus.Trippy	tRgm529SPpQspr220FRm	2.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
214.9658978521631	14.983091115951538	Trippy	stimulus.Trippy	bPIYtu0PZKbei9UFlwH6	4048.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
230.0323176920221	14.983100175857544	Trippy	stimulus.Trippy	2L0dFgMONTKcgyZJiM/T	2651.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
245.0987377702997	14.9830961227417	Trippy	stimulus.Trippy	zcz9H/fzww6BdAJTTzoe	7.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
260.16516285536744	9.966500282287598	Clip	stimulus.Clip	JNYUnhFvI0mZbwN58E20																			swamp_124-1-11-70-0_34.239.124.192	Rendered
270.2316668569849	9.966508150100708	Clip	stimulus.Clip	7keiPs7vk9CHNrtDuOxL																			2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized)	sports1m
280.2981687128351	9.966498613357544	Clip	stimulus.Clip	t24nBc6mpih4DR5C/qVP																			subway_016-1-3-70-0_52.205.253.179	Rendered
290.3646708071039	9.966505289077759	Clip	stimulus.Clip	JzIVwvytTHCEhcYc0EkS																			2012 UNIV WORLDS Stenberg (USA) dec Sasunouski (BLR) 84 kg Greco bout	sports1m
300.4311776697443	9.966499328613281	Clip	stimulus.Clip	shDuGRZylVmZLCBFIVeP																			2011 July 23 ICUP Solitude XC Mountain Bike Race	sports1m
310.4976728498743	9.966508388519287	Clip	stimulus.Clip	ysjy6YgGXX5+mcx52KSM																			The Matrix Reloaded (2003)	Cinematic
320.564177805166	9.966498374938965	Clip	stimulus.Clip	MaN8zZQItdhsFNBq5/yl																			run213-darkTemple-1-0	Rendered
330.6306827604578	9.966498136520386	Clip	stimulus.Clip	18PTv0aCUhaUeL2r9kDd																			2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized)	sports1m
340.6971836626337	9.966502666473389	Clip	stimulus.Clip	cK20wOm48y1gpxBcZuzN																			The Matrix Reloaded (2003)	Cinematic
350.76368265746095	9.966501235961914	Clip	stimulus.Clip	s8DvZS/fghphUcTsLOzM																			The Matrix (1999)	Cinematic
360.8301806986139	9.966496467590332	Clip	stimulus.Clip	8IyLxfa6UikBgn/lOdpD																			2012 January 28 Frozen Hog Snow Mountain Bike Race	sports1m
370.896683746557	9.966496467590332	Clip	stimulus.Clip	AXD+rrWG8VbV+xLvzwfb																			2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race	sports1m
380.9631858408258	9.966500282287598	Clip	stimulus.Clip	KXdTNAGMo1gCWz2Ge8zr																			run82-ancientTomb-1-0	Rendered
391.02969079611756	9.966503381729126	Clip	stimulus.Clip	5zQTb77qI+ig8rigx1XU																			Mad Max: Fury Road (2015)	Cinematic
401.0961809694574	9.966516256332397	Clip	stimulus.Clip	GjCMo2GkJp6y5vricadg																			americandiner_005-1-5-70-0_54.165.28.255	Rendered
411.16269283888795	9.96649718284607	Clip	stimulus.Clip	ecUQJtcERZJGdqza1k7h																			2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam	sports1m
421.2291918337152	9.966500282287598	Clip	stimulus.Clip	7UETOWO5Z8aWuHDBJ2GG																			Star Wars: Episode VII - The Force Awakens (2015)	Cinematic
431.2956977426813	9.966498374938965	Clip	stimulus.Clip	Oup5uAZxF2G7zEJkT+ui																			2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13	sports1m
441.3621948301599	9.966500282287598	Clip	stimulus.Clip	OGDpg6WW49pnyTOTgYAR																			Koyaanisqatsi: Life Out of Balance (1982)	Cinematic
451.4286928713129	9.96650505065918	Clip	stimulus.Clip	f20vYP5GosM7fnjAc8om																			The Matrix (1999)	Cinematic
461.49520187972047	9.966500043869019	Clip	stimulus.Clip	YO1lUcfNiJnGpmGPY5bt																			1984 Winter Olympics - Mens Luge 4th Run - Part 1	sports1m
471.56170087454774	9.96649432182312	Clip	stimulus.Clip	hVJazBja+yuwOnjgxx0E																			Koyaanisqatsi: Life Out of Balance (1982)	Cinematic
481.6282008230493	9.96650242805481	Clip	stimulus.Clip	UHxmnOk6mc1GE0i/dCTR																			2009 Skijoring Event in Whitefish Montana (part 7)	sports1m
491.6946988642023	9.96650242805481	Clip	stimulus.Clip	6TyqkB4YNgddSyet4TtV																			ancienttomb_116-1-4-70-0_52.87.152.28	Rendered
501.7611997663782	9.966504335403442	Clip	stimulus.Clip	6JCcCAZLXBBgykuQApYr																			The Matrix (1999)	Cinematic
511.8277037679956	9.966501235961971	Clip	stimulus.Clip	edPVjQwH9wZuyUmabE5X																			2011 July 23 ICUP Solitude XC Mountain Bike Race	sports1m
521.8941939413355	9.966505289077759	Clip	stimulus.Clip	IGHViDqXGZ6uvLQyymES																			2009 Skijoring Event in Whitefish Montana (part 5)	sports1m
531.9440367758082	9.966503143310547	Clip	stimulus.Clip	6AlJNxL7si+lxcNb3dSD																			swamp_030-1-11-70-0_34.239.124.192	Rendered
542.0105398237513	9.966501235961914	Clip	stimulus.Clip	0mMT9EtO9UIfdwfmieo8																			2008 Lievin Cyclocross World Cup Mens Race (Part 1)	sports1m
552.0770438253687	9.966492414474487	Clip	stimulus.Clip	GF6lVUsA6Y73ElY4T2xn																			Mad Max: Fury Road (2015)	Cinematic
562.1435437738703	9.966493368148804	Clip	stimulus.Clip	QmynNYnz4Q0hMBpTZ/xv																			Koyaanisqatsi: Life Out of Balance (1982)	Cinematic
572.2100427686976	9.966498374938965	Clip	stimulus.Clip	gpu0WyfdPMgXV/xhy6ZP																			2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13	sports1m
582.2765436708735	9.9664945602417	Clip	stimulus.Clip	0ir9/br3yxbe2BBf65zF																			The Matrix Reloaded (2003)	Cinematic
592.3430488645838	9.966501235961914	Clip	stimulus.Clip	NM2SnnQwIoj8iKOMP6xA																			Naqoyqatsi: Life as War (2002)	Cinematic
602.4095447599695	9.966501235961914	Clip	stimulus.Clip	F5KOXJGuqZljKK9USGu/																			2010 WORLDS Jake Clark (USA) dec T Tounousidis (GRE) 84 kg GR	sports1m
612.4760478079127	9.96649432182312	Clip	stimulus.Clip	uWDM4AAJ+PIdXzpPxOha																			Mad Max: Fury Road (2015)	Cinematic
622.5425458490656	9.966500282287598	Clip	stimulus.Clip	KjDfO15MEsKyQ1ecL7gs																			run257-mountainLake-1-0	Rendered
632.5923808157252	9.966503381729126	Clip	stimulus.Clip	W72D46ICk0GV1uh0E98o																			The Matrix (1999)	Cinematic
642.6588848173426	9.96649432182312	Clip	stimulus.Clip	rKhBb2Q+dILxw3t33TsJ																			The Matrix Revolutions (2003)	Cinematic
652.725379759054	9.966504335403442	Clip	stimulus.Clip	YfqXNa8nksH/H4Q7tw5G																			lowpolyjungle_118-1-9-70-0_54.83.154.242	Rendered
662.791886860113	9.96650218963623	Clip	stimulus.Clip	OFk94miLCLRW7fhR6BQE																			swamp_075-1-11-70-0_54.165.28.255	Rendered
672.8583798944758	9.96651005744934	Clip	stimulus.Clip	VIxFQLvrzWwvLKX9CM5N																			1995 bmx vert bs contest  mat hoffman bike park okc	sports1m
682.9248819887446	14.983083724975586	Trippy	stimulus.Trippy	pbCnC+ND3OiX0SGNCm4k	9216.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
697.9912977754877	14.98308515548706	Trippy	stimulus.Trippy	c6il6/HFHBatfpiQJdgg	1.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
713.0410552561091	14.983087539672852	Trippy	stimulus.Trippy	WsmrwbIua3koAxhulivL	7144.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
728.1074667513178	14.983094930648804	Trippy	stimulus.Trippy	oU8OuOIfg4zaGVH3nIGm	2078.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
743.1738927900599	9.966505289077759	Clip	stimulus.Clip	Q7sCUc2TwBmBBIXRlvDQ																			mountainlake_065-1-0-70-0_54.89.40.102	Rendered
753.2403886854456	9.966508388519287	Clip	stimulus.Clip	v0XPLhf4A0opXpZdzgZM																			subway_064-1-3-70-0_54.210.37.143	Rendered
763.3235607683466	9.966504335403442	Clip	stimulus.Clip	nOa2c6TTfQhiGESZrsir																			Naqoyqatsi: Life as War (2002)	Cinematic
773.3900616705225	9.966500520706177	Clip	stimulus.Clip	J1+uNLvpao39DvjFo5mg																			1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race	sports1m
783.4565687715815	9.966503381729126	Clip	stimulus.Clip	bcGOegaz8EFa/b4ESYN5																			1984 Winter Olympics - Mens Luge 2nd Run - Part 3	sports1m
793.5230598985956	9.966507196426392	Clip	stimulus.Clip	IMl7CnYcZgC9KX3lGPWL																			shintoday_108-1-12-70-0_52.207.221.173	Rendered
803.589575821142	9.966489315032959	Clip	stimulus.Clip	KXdTNAGMo1gCWz2Ge8zr																			run82-ancientTomb-1-0	Rendered
813.6560757696436	9.966493368148804	Clip	stimulus.Clip	5zQTb77qI+ig8rigx1XU																			Mad Max: Fury Road (2015)	Cinematic
823.7392418920801	9.96650505065918	Clip	stimulus.Clip	GjCMo2GkJp6y5vricadg																			americandiner_005-1-5-70-0_54.165.28.255	Rendered
833.8057408869074	9.966493368148804	Clip	stimulus.Clip	ecUQJtcERZJGdqza1k7h																			2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam	sports1m
843.8889117777155	9.966495513916016	Clip	stimulus.Clip	7UETOWO5Z8aWuHDBJ2GG																			Star Wars: Episode VII - The Force Awakens (2015)	Cinematic
853.9554126798914	9.966496467590332	Clip	stimulus.Clip	Oup5uAZxF2G7zEJkT+ui																			2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13	sports1m
864.0219138204859	14.983086109161377	Trippy	stimulus.Trippy	GovxzB/fmPMG9nkvb5jY	9568.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
879.0883276998804	14.983088970184326	Trippy	stimulus.Trippy	U6NqQRL+v/N/9xnLSH2y	10.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
894.1547446787165	14.983086347579956	Trippy	stimulus.Trippy	Vdi70xOyBQEeDGhPVulx	3.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
909.2211587965296	14.983089923858643	Trippy	stimulus.Trippy	hhWRsNy4ljt4M1PtvZ3u	6.0	90.0	160.0	12.0	6.0	24.0	4.0	61.0	0.08											
924.2709167539881	9.96651291847229	Clip	stimulus.Clip	YWGU9pCJb1jD1EEZ20tf																			The Matrix Reloaded (2003)	Cinematic
934.320749813299	9.966511964797974	Clip	stimulus.Clip	FQR1XltfRJLPikdVpYNn																			mountainlake_008-1-0-70-0_54.205.66.32	Rendered
944.3872497618006	9.96651291847229	Clip	stimulus.Clip	O/TPbFEXzCLov05/KwS+																			2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race	sports1m
954.4537637769984	9.966499328613281	Clip	stimulus.Clip	GLb98O6GN6r7256/fA8Y																			The Matrix (1999)	Cinematic
964.520260864477	9.966495275497437	Clip	stimulus.Clip	SuNRz+E/BsGGxVlNWLt9																			shintoday_036-1-12-70-0_184.73.123.94	Rendered
974.5867617666529	9.966506242752075	Clip	stimulus.Clip	mbeT2YEuzrol94GMBsSP																			lowpolyjungle_113-1-9-70-0_54.159.174.165	Rendered
984.6532667219446	14.983078956604004	Monet2	stimulus.Monet2	WdUz9wrTqcT0KJgVrQeF	3935.0									0.0	72.0	1.7	hamming	4.0	2.5	1.0	1.0	16.0		
