onset	duration	nwb_table	stimulus_type	condition_hash	rng_seed	texture_height	texture_width	xnodes	ynodes	up_factor	temp_freq	temp_kernel_length	spatial_freq	blue_green_saturation	pattern_width	pattern_aspect	temp_kernel	temp_bandwidth	ori_coherence	ori_fraction	ori_mix	num_directions	movie_name	short_movie_name
201.40716943227352	9.966481447219849	Clip	stimulus.Clip	I/WaaOQ275L4C0/xx0nR																			The Matrix Reloaded (2003)	Cinematic
211.47364935361446	9.966474533081055	Clip	stimulus.Clip	Tj3zpULt5vC2pL+uaIyy																			ancienttomb_045-1-4-70-0_54.209.141.225	Rendered
221.5401304670483	9.96647834777832	Clip	stimulus.Clip	imz4Y5vIAE2vCrQKoy9A																			templeinterior_040-1-2-70-0_54.196.24.32	Rendered
231.60661348783077	9.966477394104004	Clip	stimulus.Clip	6Ho3Q8wndJj9ULh+Oo2y																			lowpolyjungle_068-1-9-70-0_54.196.24.32	Rendered
241.67309627019466	9.966487646102905	Clip	stimulus.Clip	9MKwBhFPGod2pdMAKqO8																			Koyaanisqatsi: Life Out of Balance (1982)	Cinematic
251.7395716615826	9.966490983963013	Clip	stimulus.Clip	CvSY78MbFpYHCr+wmvxI																			Koyaanisqatsi: Life Out of Balance (1982)	Cinematic
261.8060544439465	9.966491460800171	Clip	stimulus.Clip	hw76Dcx71Fxj/v+HUsSE																			The Matrix Revolutions (2003)	Cinematic
271.8725424715191	9.96648621559143	Clip	stimulus.Clip	eRTbmLcvEXoRZsju96yY																			mountainlake_116-1-0-70-0_54.165.28.255	Rendered
281.93901452504696	9.966495037078857	Clip	stimulus.Clip	2r2CiqAoCP+geORea+OT																			Mad Max: Fury Road (2015)	Cinematic
292.00549849950374	9.96649432182312	Clip	stimulus.Clip	4am5amXJ9p3NtPnAHDyx																			2009 Skijoring Event in Whitefish Montana (part 7)	sports1m
302.0719963022381	9.966481447219849	Clip	stimulus.Clip	nabFzXXYwaAReE+qtkUh																			The Matrix Revolutions (2003)	Cinematic
312.1384783693463	9.96647834777832	Clip	stimulus.Clip	ZIYyNg3MvkPTUXddSx0E																			mountainlake_009-1-0-70-0_52.205.253.179	Rendered
322.2049594827801	9.9664888381958	Clip	stimulus.Clip	UIRT1CCHgVDfheNGYQd6																			Star Wars: Episode VII - The Force Awakens (2015)	Cinematic
332.2547803827435	9.966488122940063	Clip	stimulus.Clip	Qtx9ZilPEN9mdem3G1lL																			2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized)	sports1m
342.32125553571285	9.966494083404541	Clip	stimulus.Clip	8PA1UPAZQPiLL4qyfbe0																			Star Wars: Episode VII - The Force Awakens (2015)	Cinematic
352.38774833165706	9.966487169265747	Clip	stimulus.Clip	yCXacouyIMBJMNQBQeSe																			2009 Univest Grand Prix Road Race PA	sports1m
362.454237312904	9.966489553451538	Clip	stimulus.Clip	cX1uqe3yuBtkCRNeZPSD																			lowpolyjungle_125-1-9-70-0_54.175.147.171	Rendered
372.5373834081799	9.966485500335693	Clip	stimulus.Clip	0JcYLY6eaQxNgD0AqyHf																			The Matrix Revolutions (2003)	Cinematic
382.60387238942684	9.966480493545532	Clip	stimulus.Clip	JOYs8Wny1GJlw6AxCVo5																			lowpolyjungle_015-1-9-70-0_54.175.147.171	Rendered
392.6703613706738	9.966492414474487	Clip	stimulus.Clip	mG4xsIyTTnaRWKW82yeD																			The Matrix (1999)	Cinematic
402.7368484445721	9.966487169265747	Clip	stimulus.Clip	hnYVTt6SOC5gw43jdDOb																			Mad Max: Fury Road (2015)	Cinematic
412.8033343263775	9.966489553451538	Clip	stimulus.Clip	HvUTYlGssHeK5Ub4iNLY																			mountainlake_075-1-0-70-0_52.205.253.179	Rendered
422.8698242612988	9.966489553451538	Clip	stimulus.Clip	pBsrFShgY2qLi+7xYSGi																			1984 Winter Olympics - Mens Luge 1st run - Part 1	sports1m
432.93630632840694	9.96648645401001	Clip	stimulus.Clip	IPvYT7eXLYJ557HrVPnG																			1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race	sports1m
443.00279244863094	9.966493368148804	Clip	stimulus.Clip	4kn7jRzHlQW5m+IkcH3O																			swamp_055-1-11-70-0_54.159.174.165	Rendered
453.06928643666805	9.966484069824219	Clip	stimulus.Clip	x2nYIWkGh6u068FcIxp4																			2008 USAW Western Regionals Schoolboy 190lb Greco Part1	sports1m
463.135775417915	9.966475486755371	Clip	stimulus.Clip	NxrJJoDuritvyvt+WTvD																			Naqoyqatsi: Life as War (2002)	Cinematic
